Chromsome	Gene_ID	Start	End	Length	Eigen_Improvement_Sweep_Region	InterPro_description
ch08	Solyc08g068010.1	54281098	54304777	23680	EDS165	Zinc finger FYVE domain containing 26 (AHRD V1 *-*- B9EJ71_MOUSE)%3B contains Interpro domain(s)  IPR013105  Tetratricopeptide TPR2 
ch08	Solyc08g068020.1	54307990	54322617	14628	EDS165	Zinc finger-like (AHRD V1 ***- Q5ZD36_ORYSJ)
ch08	Solyc08g068030.1	54328752	54329192	441	EDS165	Zinc finger-like (AHRD V1 ***- Q5ZD36_ORYSJ)
ch08	Solyc08g068040.2	54335426	54343952	8527	EDS165	Zinc finger-like (AHRD V1 ***- Q5ZD36_ORYSJ)
ch08	Solyc08g068050.2	54352106	54359570	7465	EDS165	Os07g0193600 protein (Fragment) (AHRD V1 **-- Q0D802_ORYSJ)
ch08	Solyc08g068060.2	54362065	54365885	3821	EDS165	Unknown Protein (AHRD V1)
ch08	Solyc08g068070.2	54369971	54375358	5388	EDS165	Globin (AHRD V1 ***- C8WRW6_ALIAD)%3B contains Interpro domain(s)  IPR001486  Globin%2C truncated bacterial-like 
ch08	Solyc08g068080.2	54375752	54376898	1147	EDS165	Unknown Protein (AHRD V1)
ch08	Solyc08g068090.2	54379422	54381787	2366	EDS165	Globin (AHRD V1 ***- B7DNQ5_9BACL)%3B contains Interpro domain(s)  IPR001486  Globin%2C truncated bacterial-like 
ch08	Solyc08g068380.2	54692200	54696753	4554	EDS166	NAC transcription factor (AHRD V1 ***- B3VK71_TOBAC)%3B contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein 
ch08	Solyc08g068390.2	54725090	54729981	4892	EDS166	Fatty acid oxidation complex subunit alpha (AHRD V1 ***- FADJ_ECOHS)%3B contains Interpro domain(s)  IPR006176  3-hydroxyacyl-CoA dehydrogenase%2C NAD binding 
ch08	Solyc08g068400.2	54730323	54735212	4890	EDS166	Dienelactone hydrolase domain protein (AHRD V1 *--- C3HWX7_BACTU)
ch08	Solyc08g068410.1	54745023	54748151	3129	EDS166	Unknown Protein (AHRD V1)
ch08	Solyc08g068420.2	54775107	54778506	3400	EDS166	FAD-linked oxidoreductase (AHRD V1 ***- C7Q9M7_CATAD)%3B contains Interpro domain(s)  IPR010030  Plant-specific FAD-dependent oxidoreductase 
ch08	Solyc08g068430.2	54785683	54787896	2214	EDS166	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 (AHRD V1 **-- B6U0V3_MAIZE)%3B contains Interpro domain(s)  IPR005027  Glycosyl transferase%2C family 43 
ch08	Solyc08g068440.2	54823311	54825597	2287	EDS166	Lipoyl synthase (AHRD V1 **** B8J937_ANAD2)%3B contains Interpro domain(s)  IPR013785  Aldolase-type TIM barrel 
ch08	Solyc08g068450.1	54827214	54827585	372	EDS166	Unknown Protein (AHRD V1)
ch08	Solyc08g068460.1	54831304	54833161	1858	EDS166	CK25 (AHRD V1 ***- Q1W1G0_TOBAC)
ch08	Solyc08g068470.1	54836700	54838450	1751	EDS166	Kelch-like 8 (AHRD V1 *-*- Q28D69_XENTR)%3B contains Interpro domain(s)  IPR015915  Kelch-type beta propeller 
ch08	Solyc08g068480.1	54841553	54841789	237	EDS166	Indole-3-acetic acid-amido synthetase GH3.8 (AHRD V1 -**- B6U4E2_MAIZE)%3B contains Interpro domain(s)  IPR004993  GH3 auxin-responsive promoter 
ch08	Solyc08g068490.2	54842291	54845522	3232	EDS166	Indole-3-acetic acid-amido synthetase GH3.8 (AHRD V1 **** B6U4E2_MAIZE)%3B contains Interpro domain(s)  IPR004993  GH3 auxin-responsive promoter 
ch08	Solyc08g068500.1	54858681	54859790	1110	EDS166	F-box family protein (AHRD V1 *-*- B9I698_POPTR)
ch08	Solyc08g068510.1	54860256	54862591	2336	EDS166	F-box/LRR-repeat protein At3g03360 (AHRD V1 *-*- FBL42_ARATH)%3B contains Interpro domain(s)  IPR001810  Cyclin-like F-box 
ch08	Solyc08g068520.2	54863786	54866422	2637	EDS166	F-box family protein (AHRD V1 *-*- B9I698_POPTR)
ch08	Solyc08g068530.2	54869208	54872476	3269	EDS166	F-box family protein (AHRD V1 ***- B9I698_POPTR)%3B contains Interpro domain(s)  IPR001810  Cyclin-like F-box 
ch08	Solyc08g068540.2	54893046	54896915	3870	EDS166	B3 domain-containing protein At4g01580 (AHRD V1 *-*- Y4158_ARATH)%3B contains Interpro domain(s)  IPR003340  Transcriptional factor B3 
ch08	Solyc08g068550.1	54901369	54904891	3523	EDS166	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)%3B contains Interpro domain(s)  IPR003653  Peptidase C48%2C SUMO/Sentrin/Ubl1 
ch08	Solyc08g068570.2	54916147	54923788	7642	EDS166	Tocopherol cyclase (AHRD V1 **** Q6E6T1_SOLTU)
ch08	Solyc08g068580.2	54923907	54930568	6662	EDS166	Phospholipase D3 (AHRD V1 **** D3B1H4_POLPA)%3B contains Interpro domain(s)  IPR001736  Phospholipase D/Transphosphatidylase 
ch08	Solyc08g068590.2	54933748	54939617	5870	EDS166	PAP fibrillin family protein (AHRD V1 ***- B5W0K3_SPIMA)%3B contains Interpro domain(s)  IPR006843  PAP fibrillin 
ch08	Solyc08g076190.2	57373395	57383126	9732	EDS167	Genomic DNA chromosome 5 P1 clone MRA19 (AHRD V1 *--- Q9FK80_ARATH)
ch08	Solyc08g076200.2	57382924	57391205	8282	EDS167	ATP dependent RNA helicase (AHRD V1 ***- B3LHE4_YEAS1)%3B contains Interpro domain(s)  IPR011545  DNA/RNA helicase%2C DEAD/DEAH box type%2C N-terminal 
ch08	Solyc08g076210.2	57395919	57403348	7430	EDS167	Secretory carrier-associated membrane protein 2 (AHRD V1 ***- B7X6S6_TOBAC)%3B contains Interpro domain(s)  IPR007273  SCAMP 
ch08	Solyc08g076220.2	57405726	57410850	5125	EDS167	Phosphoribulokinase/uridine kinase (AHRD V1 ***- B7KI62_CYAP7)%3B contains Interpro domain(s)  IPR006083  Phosphoribulokinase/uridine kinase 
ch08	Solyc08g076230.1	57411107	57411766	660	EDS167	GAGA-binding transcriptional activator (AHRD V1 *-*- D7LHX4_ARALY)%3B contains Interpro domain(s)  IPR010409  GAGA binding-like 
ch08	Solyc08g076250.1	57418381	57420194	1814	EDS167	Cytochrome P450
ch08	Solyc08g076290.2	57425191	57429464	4274	EDS167	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR007300  LrgB-like protein 
ch08	Solyc08g076300.2	57430047	57434352	4306	EDS167	4-coumarate-coa ligase (AHRD V1 **** B9GZT7_POPTR)%3B contains Interpro domain(s)  IPR000873  AMP-dependent synthetase and ligase 
ch08	Solyc08g076310.2	57437506	57445845	8340	EDS167	Uncharacterized membrane protein C2G11.09 (AHRD V1 **-- YAB9_SCHPO)%3B contains Interpro domain(s)  IPR003864  Protein of unknown function DUF221 
ch08	Solyc08g076320.2	57452825	57457247	4423	EDS167	Cellulose synthase-like protein (AHRD V1 **** B9IPJ4_POPTR)%3B contains Interpro domain(s)  IPR005150  Cellulose synthase 
ch08	Solyc08g076330.1	57459654	57459908	255	EDS167	Protein FAR1-RELATED SEQUENCE 12 (AHRD V1 ***- FRS12_ARATH)%3B contains Interpro domain(s)  IPR004330  Transcription factor%2C FAR1-related 
ch08	Solyc08g076340.2	57472737	57475415	2679	EDS167	40S ribosomal protein S30-like (AHRD V1 ***- Q6K853_ORYSJ)%3B contains Interpro domain(s)  IPR006846  Ribosomal protein S30 
ch08	Solyc08g076350.2	57476093	57483705	7613	EDS167	Abhydrolase domain-containing protein FAM108B1 (AHRD V1 *--- C0HAS5_SALSA)
ch08	Solyc08g076360.2	57497311	57501540	4230	EDS167	Gamma-tocopherol methyltransferase (AHRD V1 **** Q1PBH9_SOLLC)%3B contains Interpro domain(s)  IPR013216  Methyltransferase type 11 
ch08	Solyc08g076370.2	57513927	57518903	4977	EDS167	Homeobox-leucine zipper protein ATHB-9 (AHRD V1 *-*- ATBH9_ARATH)%3B contains Interpro domain(s)  IPR002913  Lipid-binding START 
ch08	Solyc08g076380.1	57521707	57523672	1966	EDS167	AP2-like ethylene-responsive transcription factor At1g16060 (AHRD V1 *-*- AP2L1_ARATH)%3B contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF%2C DNA-binding 
ch08	Solyc08g076390.2	57566162	57571967	5806	EDS167	Lysine-specific demethylase 5A (AHRD V1 *--- KDM5A_HUMAN)%3B contains Interpro domain(s)  IPR013129  Transcription factor jumonji 
ch08	Solyc08g076400.2	57582534	57585892	3359	EDS167	Myb family transcription factor-like protein (AHRD V1 *--- Q84UP8_ORYSJ)%3B contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region%2C SHAQKYF class 
ch08	Solyc08g076410.2	57590045	57594371	4327	EDS167	Shikimate kinase-like protein (AHRD V1 **-- B9GZJ5_POPTR)%3B contains Interpro domain(s)  IPR017447  CS 
ch08	Solyc08g076420.2	57594964	57603672	8709	EDS167	Poly polymerase catalytic domain containing protein expressed (AHRD V1 **-- Q84T80_ORYSJ)%3B contains Interpro domain(s)  IPR012317  Poly(ADP-ribose) polymerase%2C catalytic region 
ch08	Solyc08g076430.2	57606501	57612289	5789	EDS167	Unknown Protein (AHRD V1)
ch08	Solyc08g076440.2	57613660	57618139	4480	EDS167	Programmed cell death protein 2 (AHRD V1 ***- B6TEZ7_MAIZE)%3B contains Interpro domain(s)  IPR002893  Zinc finger%2C MYND-type 
ch08	Solyc08g076450.2	57621720	57626642	4923	EDS167	3-beta hydroxysteroid dehydrogenase/isomerase family protein (AHRD V1 **-- B6TV09_MAIZE)%3B contains Interpro domain(s)  IPR016040  NAD(P)-binding domain 
ch08	Solyc08g076460.2	57631953	57635858	3906	EDS167	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1-like protein (AHRD V1 **-* A2I438_MACHI)%3B contains Interpro domain(s)  IPR003038  Defender against death DAD protein 
ch08	Solyc08g076470.2	57639436	57652592	13157	EDS167	Glycerol-3-phosphate acyltransferase (AHRD V1 **** Q7XYH5_CAPAN)%3B contains Interpro domain(s)  IPR016222  Glycerol-3-phosphate O-acyltransferase 
ch08	Solyc08g076480.2	57653458	57656810	3353	EDS167	Plastid lipid-associated protein 3%2C chloroplastic (AHRD V1 **-- PAP3_BRACM)%3B contains Interpro domain(s)  IPR006843  PAP fibrillin 
ch08	Solyc08g076490.2	57660690	57663299	2610	EDS167	Protein kinase-like protein (AHRD V1 ***- Q9SND6_ARATH)%3B contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
ch08	Solyc08g076500.2	57665994	57666512	519	EDS167	Unknown Protein (AHRD V1)
ch08	Solyc08g076510.2	57666470	57670136	3667	EDS167	Unknown Protein (AHRD V1)
ch08	Solyc08g076520.2	57672699	57674073	1375	EDS167	Unknown Protein (AHRD V1)
ch08	Solyc08g076530.2	57680356	57685856	5501	EDS167	RNA recognition motif-containing protein (AHRD V1 **-- D7M9G3_ARALY)%3B contains Interpro domain(s)  IPR001395  Aldo/keto reductase 
ch08	Solyc08g076540.2	57691305	57695575	4271	EDS167	Syntaxin-like protein (AHRD V1 ***- Q3HRZ4_SOLTU)%3B contains Interpro domain(s)  IPR010989  t-SNARE 
ch08	Solyc08g076550.1	57697840	57699176	1337	EDS167	Phosphomannomutase B1 (AHRD V1 *-*- C8CK07_WHEAT)%3B contains Interpro domain(s)  IPR005002  Eukaryotic phosphomannomutase 
ch08	Solyc08g076560.1	57699909	57700358	450	EDS167	Phosphomannomutase (AHRD V1 ***- C0JP35_MALGL)%3B contains Interpro domain(s)  IPR005002  Eukaryotic phosphomannomutase 
ch08	Solyc08g076570.2	57702045	57704680	2636	EDS167	Phosphatidylinositol-glycan biosynthesis class X protein (AHRD V1 **-- PIGX_HUMAN)%3B contains Interpro domain(s)  IPR013233  PIG-X/PBN1 
ch08	Solyc08g076580.2	57705826	57709166	3341	EDS167	Unknown Protein (AHRD V1)
ch08	Solyc08g076590.2	57710679	57714096	3418	EDS167	Heat stress transcription factor A3 (AHRD V1 *-** D1M7W9_SOLLC)%3B contains Interpro domain(s)  IPR000232  Heat shock factor (HSF)-type%2C DNA-binding 
ch08	Solyc08g076610.2	57719460	57723603	4144	EDS167	Cell cycle checkpoint protein RAD1 (AHRD V1 **-- C1BZ21_ESOLU)%3B contains Interpro domain(s)  IPR003021  Repair protein Rad1/Rec1 
ch08	Solyc08g076620.1	57726309	57727619	1311	EDS167	Xylanase inhibitor (Fragment) (AHRD V1 **-- Q53IQ4_WHEAT)%3B contains Interpro domain(s)  IPR001461  Peptidase A1 
ch08	Solyc08g076630.1	57729999	57731321	1323	EDS167	Xylanase inhibitor (Fragment) (AHRD V1 **-- Q53IQ4_WHEAT)%3B contains Interpro domain(s)  IPR001461  Peptidase A1 
ch08	Solyc08g076640.1	57736853	57738166	1314	EDS167	Xylanase inhibitor (Fragment) (AHRD V1 **-- Q53IQ3_WHEAT)%3B contains Interpro domain(s)  IPR001461  Peptidase A1 
ch08	Solyc08g076650.2	57751195	57756640	5446	EDS167	Alpha alpha-trehalose-phosphate synthase (UDP-forming) (AHRD V1 **** A3CXN9_METMJ)%3B contains Interpro domain(s)  IPR001830  Glycosyl transferase%2C family 20 
ch08	Solyc08g076660.2	57760324	57765207	4884	EDS167	Nucleolar protein 12 (AHRD V1 *--- C5M6T4_CANTT)%3B contains Interpro domain(s)  IPR000504  RNA recognition motif%2C RNP-1 
ch08	Solyc08g076670.2	57765857	57769201	3345	EDS167	Transmembrane protein 41B (AHRD V1 **-- TM41B_HUMAN)%3B contains Interpro domain(s)  IPR015414  SNARE associated Golgi protein 
ch08	Solyc08g076680.1	57776442	57778604	2163	EDS167	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MRA3_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch08	Solyc08g076690.1	57799937	57801034	1098	EDS167	Inositol-tetrakisphosphate 1-kinase 1 (AHRD V1 **** B6TJ44_MAIZE)%3B contains Interpro domain(s)  IPR017427  Inositol-tetrakisphosphate 1-kinase 
ch08	Solyc08g076700.1	57804655	57806295	1641	EDS167	MYB transcription factor (AHRD V1 **** Q6R054_ARATH)%3B contains Interpro domain(s)  IPR015495  Myb transcription factor 
ch08	Solyc08g076710.2	57817957	57819545	1589	EDS167	MYB transcription factor (AHRD V1 *-** Q6R054_ARATH)%3B contains Interpro domain(s)  IPR015495  Myb transcription factor 
ch08	Solyc08g076720.2	57827103	57836786	9684	EDS167	Uncharacterized ABC transporter ATP-binding protein TM_0288 (AHRD V1 *--* Y288_THEMA)%3B contains Interpro domain(s)  IPR003439  ABC transporter-like 
ch08	Solyc08g076730.2	57847867	57849297	1431	EDS167	TPR domain protein (AHRD V1 *-*- B6U810_MAIZE)%3B contains Interpro domain(s)  IPR011990  Tetratricopeptide-like helical 
ch08	Solyc08g076740.2	57856264	57857938	1675	EDS167	cDNA clone 002-116-F08 full insert sequence (AHRD V1 *-*- B7E9W2_ORYSJ)
ch08	Solyc08g076760.1	57862741	57863049	309	EDS167	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR012337  Polynucleotidyl transferase%2C ribonuclease H fold 
ch08	Solyc08g076770.2	57864667	57866130	1464	EDS167	Os02g0225300 protein (Fragment) (AHRD V1 *-*- Q0E2N4_ORYSJ)
ch08	Solyc08g076780.1	57869105	57870154	1050	EDS167	Cinnamoyl-CoA reductase (AHRD V1 ***- Q3SCM6_9FABA)%3B contains Interpro domain(s)  IPR016040  NAD(P)-binding domain 
ch08	Solyc08g077080.1	58177444	58178889	1446	EDS168	UDP-glucosyltransferase HvUGT14077 (AHRD V1 **** D3WYW3_HORVD)%3B contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase 
ch08	Solyc08g077090.2	58184359	58189670	5312	EDS168	Eyes absent homolog 3 (AHRD V1 ***- A0JME1_DANRE)%3B contains Interpro domain(s)  IPR006545  EYA 
ch08	Solyc08g077100.2	58192225	58194025	1801	EDS168	Baculoviral IAP repeat-containing protein 3 (AHRD V1 *--- BIRC3_MOUSE)%3B contains Interpro domain(s)  IPR001841  Zinc finger%2C RING-type 
ch08	Solyc08g077110.2	58200673	58202853	2181	EDS168	NAC domain protein IPR003441 (AHRD V1 ***- B9N2P7_POPTR)%3B contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein 
ch08	Solyc08g077120.2	58211490	58212632	1143	EDS168	Pentatricopeptide repeat-containing protein At5g46580%2C chloroplastic (AHRD V1 ***- PP420_ARATH)
ch08	Solyc08g077130.2	58212515	58213244	730	EDS168	Unknown Protein (AHRD V1)
ch08	Solyc08g077140.1	58212909	58213721	813	EDS168	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MRC5_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch08	Solyc08g077150.2	58214125	58220440	6316	EDS168	Protein phosphatase 2C containing protein (AHRD V1 *-** B6T998_MAIZE)%3B contains Interpro domain(s)  IPR015655  Protein phosphatase 2C 
ch08	Solyc08g077160.1	58232675	58233880	1206	EDS168	NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- D3WBG0_9AQUA)
ch08	Solyc08g077170.2	58247937	58253733	5797	EDS168	Peptide transporter-like protein (AHRD V1 **-* Q9SVS9_ARATH)%3B contains Interpro domain(s)  IPR000109  TGF-beta receptor%2C type I/II extracellular region 
ch08	Solyc08g077180.2	58254085	58261125	7041	EDS168	Pyruvate kinase (AHRD V1 **** Q53WS7_TOBAC)%3B contains Interpro domain(s)  IPR001697  Pyruvate kinase 
ch08	Solyc08g077190.1	58262559	58262858	300	EDS168	Unknown Protein (AHRD V1)
ch08	Solyc08g077200.2	58267856	58273524	5669	EDS168	Ribose-phosphate pyrophosphokinase (AHRD V1 ***- D7KHJ9_ARALY)%3B contains Interpro domain(s)  IPR005946  Phosphoribosyl pyrophosphokinase 
ch08	Solyc08g077210.2	58274579	58279571	4993	EDS168	Inositol 1 4 5-trisphosphate 5-phosphatase (AHRD V1 *-** Q712G2_ARATH)%3B contains Interpro domain(s)  IPR000300  Inositol polyphosphate related phosphatase 
ch08	Solyc08g077220.2	58295865	58302381	6517	EDS168	Tetraspanin family protein (AHRD V1 **-- B6TTZ1_MAIZE)%3B contains Interpro domain(s)  IPR018499  Tetraspanin 
ch08	Solyc08g077230.2	58307194	58313022	5829	EDS168	Two-component response regulator ARR11 (AHRD V1 *-*- B6UC09_MAIZE)%3B contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region%2C SHAQKYF class 
ch08	Solyc08g077240.2	58331350	58338442	7093	EDS168	Dehydration-responsive family protein (AHRD V1 ***- D7MCX6_ARALY)%3B contains Interpro domain(s)  IPR004159  Protein of unknown function DUF248%2C methyltransferase putative 
ch08	Solyc08g077250.2	58342092	58346823	4732	EDS168	Genomic DNA chromosome 5 BAC clone F10E10 (AHRD V1 ***- Q9LS27_ARATH)%3B contains Interpro domain(s)  IPR018996  Inner nuclear membrane protein MAN1%2C C-terminal 
ch08	Solyc08g077260.2	58350941	58352212	1272	EDS168	Leptin receptor overlapping transcript-like 1 (AHRD V1 **-- C1BVZ5_ESOLU)%3B contains Interpro domain(s)  IPR007262  Vacuolar protein sorting 55 
ch08	Solyc08g077270.2	58353284	58359554	6271	EDS168	Phosphoacetylglucosamine mutase (AHRD V1 **** B5X1B2_SALSA)%3B contains Interpro domain(s)  IPR016657  Phosphoacetylglucosamine mutase 
ch08	Solyc08g077280.1	58361375	58361683	309	EDS168	Allyl alcohol dehydrogenase-like protein (AHRD V1 ***- Q9M1Z0_ARATH)
ch08	Solyc08g077290.1	58364439	58365398	960	EDS168	DnaJ homolog subfamily C member 2 (AHRD V1 *--- DNJC2_MACFA)%3B contains Interpro domain(s)  IPR015609  Molecular chaperone%2C heat shock protein%2C Hsp40%2C DnaJ 
ch08	Solyc08g077300.2	58367659	58372762	5104	EDS168	Adenylate kinase (AHRD V1 **** B6TE58_MAIZE)%3B contains Interpro domain(s)  IPR006266  UMP-CMP kinase 
ch08	Solyc08g077310.2	58375403	58385976	10574	EDS168	RNA-binding protein (AHRD V1 *--- C5JJR9_AJEDS)%3B contains Interpro domain(s)  IPR000504  RNA recognition motif%2C RNP-1 
ch08	Solyc08g077320.1	58386450	58388369	1920	EDS168	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KHY5_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch08	Solyc08g077330.2	58389533	58391046	1514	EDS168	Expansin-like protein (AHRD V1 ***- A2ICD7_CUNLA)%3B contains Interpro domain(s)  IPR007112  Expansin 45%2C endoglucanase-like 
ch08	Solyc08g077340.2	58397567	58400828	3262	EDS168	F-box/LRR-repeat protein At3g03360 (AHRD V1 ***- FBL42_ARATH)%3B contains Interpro domain(s)  IPR006566  FBD-like 
ch08	Solyc08g077350.2	58402411	58405715	3305	EDS168	HAD-superfamily hydrolase subfamily IA variant 3 (AHRD V1 **-* B2IYD2_NOSP7)%3B contains Interpro domain(s)  IPR005834  Haloacid dehalogenase-like hydrolase 
ch08	Solyc08g077360.2	58405875	58412355	6481	EDS168	Dynamin 2 (AHRD V1 ***- Q4V8Z7_DANRE)%3B contains Interpro domain(s)  IPR001401  Dynamin%2C GTPase region 
ch08	Solyc08g077370.2	58415976	58417604	1629	EDS168	Purine permease family protein (AHRD V1 **-* D7MCV2_ARALY)%3B contains Interpro domain(s)  IPR004853  Protein of unknown function DUF250 
ch08	Solyc08g077380.2	58422237	58424301	2065	EDS168	Purine permease family protein (AHRD V1 **-* D7MCV2_ARALY)%3B contains Interpro domain(s)  IPR004853  Protein of unknown function DUF250 
ch08	Solyc08g077400.1	58438147	58439198	1052	EDS168	Invertase inhibitor (AHRD V1 ***- A7IZL0_COFCA)%3B contains Interpro domain(s)  IPR006501  Pectinesterase inhibitor 
ch08	Solyc08g077410.2	58439893	58441489	1597	EDS168	Cytochrome c oxidase subunit 6b (AHRD V1 *-*- Q9FE02_ORYSJ)%3B contains Interpro domain(s)  IPR003213  Cytochrome c oxidase%2C subunit VIb 
ch08	Solyc08g077420.2	58442784	58455874	13091	EDS168	ATP dependent helicase (AHRD V1 **-* A8NEE6_COPC7)%3B contains Interpro domain(s)  IPR018999  RNA helicase UPF1%2C UPF2-interacting domain 
ch08	Solyc08g077430.2	58470265	58491077	20813	EDS168	Glycine-rich protein (AHRD V1 ***- D7MQL9_ARALY)
ch08	Solyc08g077440.2	58492655	58502566	9912	EDS168	ATP-dependent protease La (AHRD V1 **** A7HC55_ANADF)%3B contains Interpro domain(s)  IPR004815  Peptidase S16%2C ATP-dependent protease La 
ch08	Solyc08g077450.2	58516390	58524220	7831	EDS168	Electron carrier/ iron ion binding protein (AHRD V1 ***- D7KIB9_ARALY)
ch08	Solyc08g077460.2	58545507	58547904	2398	EDS168	S-ribonuclease binding protein SBP1 (Fragment) (AHRD V1 *--- Q9M5Q3_PETHY)%3B contains Interpro domain(s)  IPR017066  S-ribonuclease binding protein%2C SBP1%2C pollen 
ch08	Solyc08g077470.2	58561402	58563011	1610	EDS168	Reticulon-like protein B22 (AHRD V1 ***- RTNLT_ARATH)%3B contains Interpro domain(s)  IPR003388  Reticulon 
ch08	Solyc08g077480.2	58599749	58601339	1591	EDS168	Os04g0585900 protein (Fragment) (AHRD V1 *-*- Q0JAP2_ORYSJ)%3B contains Interpro domain(s)  IPR007650  Protein of unknown function DUF581 
ch08	Solyc08g077490.1	58609379	58620173	10795	EDS168	Vacuolar protein sorting-associated protein (AHRD V1 ***- C1GW28_PARBA)
ch08	Solyc08g077500.2	58623458	58663986	40529	EDS168	Vacuolar protein sorting-associated protein (AHRD V1 *-*- D3BBX0_POLPA)%3B contains Interpro domain(s)  IPR001849  Pleckstrin homology 
ch08	Solyc08g077510.2	58665382	58670129	4748	EDS168	Poly(U)-specific endoribonuclease-A (AHRD V1 **** ENDUA_XENLA)%3B contains Interpro domain(s)  IPR018998  Endoribonuclease XendoU 
ch08	Solyc08g077520.2	58670594	58678386	7793	EDS168	Centromere protein O (AHRD V1 *--- CENPO_CHICK)%3B contains Interpro domain(s)  IPR018464  Centromere protein Cenp-O 
ch08	Solyc08g077530.2	58684261	58687653	3393	EDS168	Beta-amylase (AHRD V1 **** Q5F305_SOYBN)%3B contains Interpro domain(s)  IPR001371  Glycoside hydrolase%2C family 14B%2C plant 
ch08	Solyc08g077540.1	58690618	58690979	362	EDS168	Unknown Protein (AHRD V1)
ch08	Solyc08g077550.2	58694975	58701643	6669	EDS168	Novel plant SNARE 11 (AHRD V1 ***- B6TAD9_MAIZE)%3B contains Interpro domain(s)  IPR000727  Target SNARE coiled-coil region 
ch08	Solyc08g077560.2	58707667	58711970	4304	EDS168	ATP binding / serine-threonine kinase (AHRD V1 **** C5DB71_VITVI)%3B contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
ch08	Solyc08g077570.1	58716737	58717557	821	EDS168	Mutant required to maintain repression 1 (AHRD V1 *-*- A8I437_MAIZE)
ch08	Solyc08g077580.1	58717874	58718699	826	EDS168	Chromodomain-helicase-DNA-binding protein 3 (AHRD V1 ***- CHD3_DROME)%3B contains Interpro domain(s)  IPR001650  DNA/RNA helicase%2C C-terminal 
ch08	Solyc08g077590.1	58721443	58721967	525	EDS168	DNA repair and recombination protein RAD54 (AHRD V1 **-- B0WI46_CULQU)%3B contains Interpro domain(s)  IPR000330  SNF2-related 
ch08	Solyc08g077600.1	58722356	58724326	1971	EDS168	DNA repair and recombination protein RAD54 (AHRD V1 **-- B0WI46_CULQU)%3B contains Interpro domain(s)  IPR000330  SNF2-related 
ch08	Solyc08g077610.1	58731518	58733649	2132	EDS168	DNA repair protein (AHRD V1 **-- Q2ULH2_ASPOR)%3B contains Interpro domain(s)  IPR001650  DNA/RNA helicase%2C C-terminal 
ch08	Solyc08g077620.1	58734932	58735791	860	EDS168	Guanine nucleotide-binding protein subunit beta (AHRD V1 **-* GBB_CRYPA)%3B contains Interpro domain(s)  IPR017986  WD40 repeat%2C region 
ch08	Solyc08g077630.2	58736711	58740039	3329	EDS168	ATP binding / serine-threonine kinase (AHRD V1 **** C5DB71_VITVI)%3B contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
ch08	Solyc08g077640.1	58743911	58744216	306	EDS168	Unknown Protein (AHRD V1)
ch08	Solyc08g077650.1	58744475	58744633	159	EDS168	DNA repair and recombination protein RAD54 (AHRD V1 **-- Q7RVS3_NEUCR)
ch08	Solyc08g077660.1	58745013	58745267	255	EDS168	Mutant required to maintain repression 1 (AHRD V1 **-- A8I434_MAIZE)
ch08	Solyc08g077670.1	58745342	58746944	1603	EDS168	DNA repair and recombination protein RAD54 (AHRD V1 *--- C9SRD1_VERA1)%3B contains Interpro domain(s)  IPR000330  SNF2-related 
ch08	Solyc08g078250.2	59240307	59248781	8475	EDS169	Palmitoyl-protein thioesterase 1 (AHRD V1 **** B4FKB8_MAIZE)%3B contains Interpro domain(s)  IPR002472  Palmitoyl protein thioesterase 
ch08	Solyc08g078260.1	59249310	59252580	3271	EDS169	Palmitoyl protein thioesterase family protein (AHRD V1 **** D7LRP2_ARALY)%3B contains Interpro domain(s)  IPR002472  Palmitoyl protein thioesterase 
ch08	Solyc08g078270.2	59252637	59256975	4339	EDS169	Dual specificity protein phosphatase family protein (AHRD V1 ***- Q1EP41_MUSBA)%3B contains Interpro domain(s)  IPR020422  Dual specificity phosphatase%2C subgroup%2C catalytic domain 
ch08	Solyc08g078280.1	59258619	59260049	1431	EDS169	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MPU5_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
