SNP	CHR	BP	P	-log10P
SL2.40ch07_45440000_45540000	7	45440000	9.968410e-04	3.001374107816154
SL2.40ch07_45450000_45550000	7	45450000	9.056446e-04	3.0430421980628903
SL2.40ch07_45460000_45560000	7	45460000	8.580025e-04	3.066511446726326
SL2.40ch07_45470000_45570000	7	45470000	7.199862e-04	3.142675827626074
SL2.40ch07_45500000_45600000	7	45500000	8.239902e-04	3.0840779534864184
SL2.40ch07_45510000_45610000	7	45510000	8.120178e-04	3.090434450614676
SL2.40ch07_45600000_45700000	7	45600000	1.036888e-03	2.984268151623369
SL2.40ch07_45610000_45710000	7	45610000	9.718035e-04	3.012421541136411
SL2.40ch07_45620000_45720000	7	45620000	5.670945e-04	3.2463445647246405
SL2.40ch07_45630000_45730000	7	45630000	4.989415e-04	3.301950371644246
SL2.40ch07_45640000_45740000	7	45640000	5.455690e-04	3.2631503148754573
SL2.40ch07_45650000_45750000	7	45650000	5.799177e-04	3.236633635699071
SL2.40ch07_45660000_45760000	7	45660000	6.655216e-04	3.1768378446091745
SL2.40ch07_45770000_45870000	7	45770000	7.052652e-04	3.1516475450804466
SL2.40ch07_45780000_45880000	7	45780000	2.047276e-04	3.688823604725415
SL2.40ch07_45790000_45890000	7	45790000	2.178816e-04	3.6617794441726357
SL2.40ch07_45800000_45900000	7	45800000	2.183563e-04	3.6608342733292436
SL2.40ch07_45830000_45930000	7	45830000	9.086064e-04	3.041624208447108
SL2.40ch07_45840000_45940000	7	45840000	9.762512e-04	3.0104384192830858
SL2.40ch07_45850000_45950000	7	45850000	1.010413e-03	2.995501074772654
SL2.40ch07_45860000_45960000	7	45860000	8.360979e-04	3.0777428673690395
SL2.40ch07_45870000_45970000	7	45870000	7.675946e-04	3.1148680891716514
SL2.40ch07_45880000_45980000	7	45880000	9.015950e-04	3.0449885054340338
SL2.40ch07_45890000_45990000	7	45890000	9.544011e-04	3.02026906878904
SL2.40ch07_45900000_46000000	7	45900000	9.787917e-04	3.0093097220536804
SL2.40ch07_45910000_46010000	7	45910000	5.041987e-04	3.297398278420688
SL2.40ch07_45920000_46020000	7	45920000	4.584933e-04	3.3386670063282873
SL2.40ch07_45930000_46030000	7	45930000	7.581001e-04	3.1202734460731976
SL2.40ch07_45940000_46040000	7	45940000	8.034638e-04	3.0950336855644878
SL2.40ch07_45980000_46080000	7	45980000	1.001970e-03	2.9991452814922295
SL2.40ch07_46160000_46260000	7	46160000	6.240131e-04	3.204806293013097
SL2.40ch07_46170000_46270000	7	46170000	5.764307e-04	3.239252897244685
SL2.40ch07_46180000_46280000	7	46180000	7.235238e-04	3.140547178382311
SL2.40ch07_46460000_46560000	7	46460000	7.649187e-04	3.116384721732251
SL2.40ch07_46470000_46570000	7	46470000	7.737234e-04	3.1114142684167945
SL2.40ch07_46580000_46680000	7	46580000	5.959646e-04	3.224779536369252
SL2.40ch07_46590000_46690000	7	46590000	3.025139e-04	3.519254665459088
SL2.40ch07_46600000_46700000	7	46600000	2.969530e-04	3.5273122828575287
SL2.40ch07_46610000_46710000	7	46610000	2.936722e-04	3.5321371633104737
SL2.40ch07_46620000_46720000	7	46620000	1.853465e-04	3.732015610578784
SL2.40ch07_46630000_46730000	7	46630000	2.149587e-04	3.6676449730381075
SL2.40ch07_46640000_46740000	7	46640000	2.438547e-04	3.6128688694987257
SL2.40ch07_46650000_46750000	7	46650000	2.252464e-04	3.6473421414038554
SL2.40ch07_46660000_46760000	7	46660000	3.390943e-04	3.469679510426433
SL2.40ch07_46670000_46770000	7	46670000	2.898128e-04	3.537882437199535
SL2.40ch07_46680000_46780000	7	46680000	1.405161e-04	3.8522739124808094
SL2.40ch07_46690000_46790000	7	46690000	1.583499e-04	3.800382206554538
SL2.40ch07_46700000_46800000	7	46700000	1.318852e-04	3.879803937728579
SL2.40ch07_46710000_46810000	7	46710000	1.172399e-04	3.9309245606657646
SL2.40ch07_46720000_46820000	7	46720000	9.282833e-04	3.032319462519957
SL2.40ch07_46730000_46830000	7	46730000	1.015276e-03	2.9934158799349997
SL2.40ch07_46740000_46840000	7	46740000	1.018574e-03	2.9920074137681687
SL2.40ch07_46750000_46850000	7	46750000	9.271824e-04	3.032834820848847
SL2.40ch07_46830000_46930000	7	46830000	9.761878e-04	3.0104666242822304
SL2.40ch07_46840000_46940000	7	46840000	1.046140e-03	2.9804101919898596
SL2.40ch07_46860000_46960000	7	46860000	6.605718e-04	3.1800799704051284
SL2.40ch07_46870000_46970000	7	46870000	6.509598e-04	3.186445830444466
SL2.40ch07_46880000_46980000	7	46880000	6.422547e-04	3.1922927088964217
SL2.40ch07_46890000_46990000	7	46890000	6.886353e-04	3.1620107187758775
SL2.40ch07_46900000_47000000	7	46900000	7.885524e-04	3.103169442126172
SL2.40ch07_46910000_47010000	7	46910000	3.434065e-05	4.4641914887691145
SL2.40ch07_46920000_47020000	7	46920000	1.382679e-04	3.85927863312991
SL2.40ch07_46930000_47030000	7	46930000	1.414206e-04	3.849487324522832
SL2.40ch07_46940000_47040000	7	46940000	1.231621e-04	3.909522914680851
SL2.40ch07_47170000_47270000	7	47170000	2.166491e-04	3.6642431107645965
SL2.40ch07_47180000_47280000	7	47180000	2.461330e-04	3.608830154858329
SL2.40ch07_47190000_47290000	7	47190000	2.515509e-04	3.5993741245146014
SL2.40ch07_47200000_47300000	7	47200000	1.861853e-04	3.730054611114624
SL2.40ch07_47210000_47310000	7	47210000	1.820189e-04	3.7398835145449016
SL2.40ch07_47220000_47320000	7	47220000	2.022393e-04	3.694134446595214
SL2.40ch07_47230000_47330000	7	47230000	2.444872e-04	3.6117438732065543
SL2.40ch07_47240000_47340000	7	47240000	2.194372e-04	3.658689746928807
SL2.40ch07_47250000_47350000	7	47250000	2.236456e-04	3.6504396417100486
SL2.40ch07_47260000_47360000	7	47260000	2.317370e-04	3.6350046195852856
SL2.40ch07_47270000_47370000	7	47270000	2.352141e-04	3.6285366478652366
SL2.40ch07_47280000_47380000	7	47280000	1.991727e-04	3.7007701892650724
SL2.40ch07_47290000_47390000	7	47290000	1.870336e-04	3.7280803668122524
SL2.40ch07_47300000_47400000	7	47300000	1.855422e-04	3.731557298217172
SL2.40ch07_47310000_47410000	7	47310000	6.478418e-04	3.188531033905834
SL2.40ch07_47320000_47420000	7	47320000	6.804028e-04	3.167233907843056
SL2.40ch07_47330000_47430000	7	47330000	6.902470e-04	3.160995472245783
SL2.40ch07_47340000_47440000	7	47340000	6.569460e-04	3.182470327344104
SL2.40ch07_47350000_47450000	7	47350000	7.016131e-04	3.153902310741503
SL2.40ch07_47360000_47460000	7	47360000	8.705228e-04	3.060219849722394
SL2.40ch07_47370000_47470000	7	47370000	8.465878e-04	3.0723279943440023
SL2.40ch07_47380000_47480000	7	47380000	7.766827e-04	3.1097563683078224
SL2.40ch07_47560000_47660000	7	47560000	5.107550e-04	3.2917873731795466
SL2.40ch07_47570000_47670000	7	47570000	5.573031e-04	3.2539085411728514
SL2.40ch07_47580000_47680000	7	47580000	5.385758e-04	3.2687531647800254
SL2.40ch07_47590000_47690000	7	47590000	3.943759e-04	3.4040896323129943
SL2.40ch07_47600000_47700000	7	47600000	1.331022e-04	3.8758147661634617
SL2.40ch07_47610000_47710000	7	47610000	1.375067e-04	3.8616761403636213
SL2.40ch07_47620000_47720000	7	47620000	1.286339e-04	3.8906445629609294
SL2.40ch07_47630000_47730000	7	47630000	6.060200e-05	4.217513042919012
SL2.40ch07_47640000_47740000	7	47640000	1.364681e-05	4.864968854946021
SL2.40ch07_47650000_47750000	7	47650000	6.414202e-04	3.192857367122897
SL2.40ch07_47660000_47760000	7	47660000	6.565686e-04	3.182719890983489
SL2.40ch07_47670000_47770000	7	47670000	5.517733e-04	3.2582393186143834
SL2.40ch07_47680000_47780000	7	47680000	5.265035e-04	3.278598737440253
SL2.40ch07_47690000_47790000	7	47690000	5.330889e-04	3.2732003602792696
SL2.40ch07_47700000_47800000	7	47700000	5.469061e-04	3.2620872326290815
SL2.40ch07_47710000_47810000	7	47710000	5.730414e-04	3.241814000821353
SL2.40ch07_47720000_47820000	7	47720000	6.441085e-04	3.1910409696241873
SL2.40ch07_47730000_47830000	7	47730000	1.042643e-03	2.98186436815096
SL2.40ch07_47750000_47850000	7	47750000	6.316348e-04	3.199533950494611
SL2.40ch07_47760000_47860000	7	47760000	6.299136e-04	3.200719015017022
SL2.40ch07_47770000_47870000	7	47770000	7.995321e-04	3.097164095303596
SL2.40ch07_47780000_47880000	7	47780000	9.808545e-04	3.0083954111049422
SL2.40ch07_47790000_47890000	7	47790000	8.590106e-04	3.0660014770382515
SL2.40ch07_47800000_47900000	7	47800000	8.018488e-04	3.095907516399553
SL2.40ch07_47810000_47910000	7	47810000	7.179399e-04	3.143911909783906
SL2.40ch07_47820000_47920000	7	47820000	7.265897e-04	3.1387107629072006
SL2.40ch07_47830000_47930000	7	47830000	3.506220e-04	3.4551608373042755
SL2.40ch07_47840000_47940000	7	47840000	7.038801e-04	3.1525013129362005
SL2.40ch07_47850000_47950000	7	47850000	7.795029e-04	3.1081822647578146
SL2.40ch07_47860000_47960000	7	47860000	9.404897e-04	3.0266459563684225
SL2.40ch07_47870000_47970000	7	47870000	8.945552e-04	3.0483928554143978
SL2.40ch07_47880000_47980000	7	47880000	8.036760e-04	3.0949190007192793
SL2.40ch07_47890000_47990000	7	47890000	8.445125e-04	3.0733939178622474
SL2.40ch07_48100000_48200000	7	48100000	2.991225e-04	3.5241509181010033
SL2.40ch07_48110000_48210000	7	48110000	3.909580e-04	3.4078698956679996
SL2.40ch07_48120000_48220000	7	48120000	3.687784e-04	3.433234524265717
SL2.40ch07_48130000_48230000	7	48130000	5.195754e-04	3.2843514193718475
SL2.40ch07_48140000_48240000	7	48140000	5.174021e-04	3.286171812928016
SL2.40ch07_48150000_48250000	7	48150000	4.799769e-04	3.3187796635492868
SL2.40ch07_48160000_48260000	7	48160000	4.939093e-04	3.306352796270814
SL2.40ch07_48170000_48270000	7	48170000	5.313723e-04	3.2746010887490367
SL2.40ch07_48180000_48280000	7	48180000	5.662325e-04	3.2470052070910365
SL2.40ch07_48190000_48290000	7	48190000	4.905379e-04	3.309327432473656
SL2.40ch07_48200000_48300000	7	48200000	4.814298e-04	3.3174670308557435
SL2.40ch07_48210000_48310000	7	48210000	3.464639e-04	3.4603420102514786
SL2.40ch07_48220000_48320000	7	48220000	3.293727e-04	3.482312400098546
SL2.40ch07_48230000_48330000	7	48230000	8.492804e-05	4.0709488986045885
SL2.40ch07_48240000_48340000	7	48240000	1.002029e-04	3.9991197092494892
SL2.40ch07_48250000_48350000	7	48250000	1.133633e-04	3.945527520285911
SL2.40ch07_48260000_48360000	7	48260000	7.960497e-05	4.099059816983508
SL2.40ch07_48270000_48370000	7	48270000	5.055319e-04	3.296251434421433
SL2.40ch07_48280000_48380000	7	48280000	4.737943e-04	3.3244101683777902
SL2.40ch07_48290000_48390000	7	48290000	5.061792e-04	3.2956957049122972
SL2.40ch07_48300000_48400000	7	48300000	5.251276e-04	3.279735155179526
SL2.40ch07_48310000_48410000	7	48310000	4.472775e-04	3.3494229481756914
SL2.40ch07_48320000_48420000	7	48320000	5.010147e-04	3.300149531547472
SL2.40ch07_48330000_48430000	7	48330000	4.739689e-04	3.324250154109673
SL2.40ch07_48340000_48440000	7	48340000	5.832933e-04	3.234113012066025
SL2.40ch07_48350000_48450000	7	48350000	5.408953e-04	3.2668867922553533
SL2.40ch07_48360000_48460000	7	48360000	5.608582e-04	3.2511469261623587
SL2.40ch07_48370000_48470000	7	48370000	2.191313e-04	3.6592955848016055
SL2.40ch07_48380000_48480000	7	48380000	2.165409e-04	3.6644600625128785
SL2.40ch07_48390000_48490000	7	48390000	2.073598e-04	3.683275434689411
SL2.40ch07_48400000_48500000	7	48400000	3.593805e-04	3.4444454914233447
SL2.40ch07_48410000_48510000	7	48410000	4.090023e-04	3.3882742497567175
SL2.40ch07_48420000_48520000	7	48420000	4.284952e-04	3.368054038677047
SL2.40ch07_48430000_48530000	7	48430000	4.386453e-04	3.3578865196623098
SL2.40ch07_48440000_48540000	7	48440000	2.997148e-04	3.5232918109428026
SL2.40ch07_48450000_48550000	7	48450000	5.916162e-04	3.227959942392725
SL2.40ch07_48460000_48560000	7	48460000	5.914446e-04	3.228085929042975
SL2.40ch07_48470000_48570000	7	48470000	6.954430e-04	3.1577384599205596
SL2.40ch07_48480000_48580000	7	48480000	7.368412e-04	3.132626098836711
SL2.40ch07_48490000_48590000	7	48490000	7.679857e-04	3.1146468665165483
SL2.40ch07_48500000_48600000	7	48500000	5.349316e-04	3.2717017462809594
SL2.40ch07_48510000_48610000	7	48510000	5.224019e-04	3.281995252180886
SL2.40ch07_48520000_48620000	7	48520000	5.040077e-04	3.297562828550574
SL2.40ch07_48530000_48630000	7	48530000	5.948720e-04	3.2255764723789073
SL2.40ch07_48540000_48640000	7	48540000	6.951756e-04	3.1579054796136545
SL2.40ch07_48550000_48650000	7	48550000	3.444893e-04	3.4628242629381374
SL2.40ch07_48560000_48660000	7	48560000	5.156680e-04	3.287629818088374
SL2.40ch07_48570000_48670000	7	48570000	4.686130e-04	3.329185667617092
SL2.40ch07_48580000_48680000	7	48580000	4.574847e-04	3.3396234257870057
SL2.40ch07_48590000_48690000	7	48590000	6.950576e-04	3.15797920357448
SL2.40ch07_48600000_48700000	7	48600000	6.514683e-04	3.1861067119084505
SL2.40ch07_48610000_48710000	7	48610000	5.912113e-04	3.2282572737324022
SL2.40ch07_48620000_48720000	7	48620000	5.897176e-04	3.22935591059964
SL2.40ch07_48630000_48730000	7	48630000	4.466760e-04	3.350007381639595
SL2.40ch07_48640000_48740000	7	48640000	7.520848e-04	3.123733188536364
SL2.40ch07_48650000_48750000	7	48650000	8.264544e-04	3.0827811038284167
SL2.40ch07_48660000_48760000	7	48660000	6.735146e-04	3.1716529854930213
SL2.40ch07_48670000_48770000	7	48670000	6.963715e-04	3.1571590113140573
SL2.40ch07_48680000_48780000	7	48680000	7.250262e-04	3.139646299208547
SL2.40ch07_48690000_48790000	7	48690000	4.941120e-04	3.306174598710262
SL2.40ch07_48700000_48800000	7	48700000	5.217417e-04	3.2825444510749118
SL2.40ch07_48710000_48810000	7	48710000	6.616942e-04	3.17934267209516
SL2.40ch07_48720000_48820000	7	48720000	1.037303e-03	2.984094366072863
SL2.40ch07_48740000_48840000	7	48740000	1.004777e-03	2.9979303147766716
SL2.40ch07_48750000_48850000	7	48750000	8.906009e-04	3.0503168703266956
SL2.40ch07_48760000_48860000	7	48760000	7.981740e-04	3.09790242318246
SL2.40ch07_48770000_48870000	7	48770000	6.791007e-04	3.1680658218731446
SL2.40ch07_48780000_48880000	7	48780000	8.905887e-04	3.0503228196009102
SL2.40ch07_49110000_49210000	7	49110000	1.018113e-03	2.992204017133906
SL2.40ch07_49120000_49220000	7	49120000	1.010032e-03	2.995664866610161
SL2.40ch07_49130000_49230000	7	49130000	1.005289e-03	2.9977090695244826
SL2.40ch07_49140000_49240000	7	49140000	9.557699e-04	3.019646650808053
SL2.40ch07_49400000_49500000	7	49400000	1.041988e-03	2.9821372825372543
SL2.40ch07_49410000_49510000	7	49410000	9.795157e-04	3.0089885985985747
SL2.40ch07_49580000_49680000	7	49580000	7.986574e-04	3.097639480007664
SL2.40ch07_49610000_49710000	7	49610000	9.976464e-04	3.001023360255916
SL2.40ch07_49620000_49720000	7	49620000	9.760717e-04	3.0105182788797964
SL2.40ch07_49630000_49730000	7	49630000	3.466246e-04	3.460140618583625
SL2.40ch07_49640000_49740000	7	49640000	3.226125e-04	3.4913188093715704
SL2.40ch07_49650000_49750000	7	49650000	3.187186e-04	3.4965925909296196
SL2.40ch07_49660000_49760000	7	49660000	3.083743e-04	3.5109218233359565
SL2.40ch07_49670000_49770000	7	49670000	3.181765e-04	3.4973318997906686
SL2.40ch07_49680000_49780000	7	49680000	3.172679e-04	3.498573865996302
SL2.40ch07_49690000_49790000	7	49690000	1.046312e-04	3.9803387937919026
SL2.40ch07_49700000_49800000	7	49700000	7.742043e-07	6.111144420899929
SL2.40ch07_49710000_49810000	7	49710000	7.490691e-04	3.1254781177284507
SL2.40ch07_49720000_49820000	7	49720000	6.636273e-04	3.1780757564700335
SL2.40ch07_49730000_49830000	7	49730000	6.110380e-04	3.213931780465889
SL2.40ch07_49740000_49840000	7	49740000	6.391188e-04	3.194418407273579
SL2.40ch07_49750000_49850000	7	49750000	6.307874e-04	3.2001169903037
SL2.40ch07_49760000_49860000	7	49760000	6.034909e-04	3.2193292742154833
SL2.40ch07_49770000_49870000	7	49770000	5.501759e-04	3.2594984374400626
SL2.40ch07_49780000_49880000	7	49780000	5.211745e-04	3.2830168415784295
SL2.40ch07_49790000_49890000	7	49790000	4.439042e-04	3.352710745877551
SL2.40ch07_49800000_49900000	7	49800000	3.900310e-04	3.408900873501977
SL2.40ch07_49810000_49910000	7	49810000	3.570303e-04	3.4472949251639977
SL2.40ch07_49820000_49920000	7	49820000	3.587767e-04	3.4451757690560445
SL2.40ch07_49830000_49930000	7	49830000	3.392563e-04	3.46947207873136
SL2.40ch07_49840000_49940000	7	49840000	3.296768e-04	3.481911613932045
SL2.40ch07_49850000_49950000	7	49850000	3.156447e-04	3.5008014985275935
SL2.40ch07_49860000_49960000	7	49860000	4.546168e-04	3.3423545193095023
SL2.40ch07_49870000_49970000	7	49870000	4.406403e-04	3.3559157857434765
SL2.40ch07_49880000_49980000	7	49880000	4.829045e-04	3.3161387475587283
SL2.40ch07_49890000_49990000	7	49890000	5.687836e-04	3.245052934310963
SL2.40ch07_49900000_50000000	7	49900000	6.928032e-04	3.1593901150162114
SL2.40ch07_49910000_50010000	7	49910000	3.488616e-04	3.457346831715272
SL2.40ch07_49920000_50020000	7	49920000	3.868630e-04	3.4124428046913406
SL2.40ch07_49930000_50030000	7	49930000	4.266933e-04	3.3698841764420084
SL2.40ch07_49940000_50040000	7	49940000	5.150387e-04	3.288160136852037
SL2.40ch07_49950000_50050000	7	49950000	6.694993e-04	3.174249872731578
SL2.40ch07_49960000_50060000	7	49960000	5.281471e-05	4.277245100532764
SL2.40ch07_49970000_50070000	7	49970000	8.790152e-05	4.056003615006945
SL2.40ch07_49980000_50080000	7	49980000	6.466401e-05	4.1893373670478
SL2.40ch07_49990000_50090000	7	49990000	1.072782e-04	3.9694885220377554
SL2.40ch07_50000000_50100000	7	50000000	6.800144e-05	4.167481890566818
SL2.40ch07_50010000_50110000	7	50010000	4.949465e-04	3.30544174250176
SL2.40ch07_50020000_50120000	7	50020000	5.670663e-04	3.2463661614936212
SL2.40ch07_50030000_50130000	7	50030000	4.937652e-04	3.306479521898106
SL2.40ch07_50040000_50140000	7	50040000	4.705762e-04	3.3273700416097394
SL2.40ch07_50050000_50150000	7	50050000	4.408874e-04	3.3556723125791303
SL2.40ch07_50060000_50160000	7	50060000	4.258188e-04	3.3707751682710647
SL2.40ch07_50070000_50170000	7	50070000	4.312569e-04	3.365263943262548
SL2.40ch07_50080000_50180000	7	50080000	4.407984e-04	3.3557599905456366
SL2.40ch07_50090000_50190000	7	50090000	4.172331e-04	3.379621245362644
SL2.40ch07_50100000_50200000	7	50100000	5.003931e-04	3.3006886874929773
SL2.40ch07_50110000_50210000	7	50110000	1.593646e-04	3.7976081429905055
SL2.40ch07_50120000_50220000	7	50120000	5.102046e-05	4.292255630113506
SL2.40ch07_50130000_50230000	7	50130000	5.187168e-05	4.285069686016166
SL2.40ch07_50140000_50240000	7	50140000	4.416865e-05	4.354885874604196
SL2.40ch07_50150000_50250000	7	50150000	5.096482e-05	4.292729505311389
SL2.40ch07_50160000_50260000	7	50160000	3.947041e-05	4.403728362334842
SL2.40ch07_50170000_50270000	7	50170000	4.102474e-05	4.386954162667876
SL2.40ch07_50180000_50280000	7	50180000	4.323354e-05	4.3641792025990735
SL2.40ch07_50190000_50290000	7	50190000	4.886807e-05	4.310974812698892
SL2.40ch07_50200000_50300000	7	50200000	5.327263e-05	4.273495862135902
SL2.40ch07_50210000_50310000	7	50210000	4.586263e-05	4.3385410442040495
SL2.40ch07_50220000_50320000	7	50220000	1.952017e-05	4.709516404408034
SL2.40ch07_50230000_50330000	7	50230000	2.687735e-05	4.570613553219079
SL2.40ch07_50240000_50340000	7	50240000	4.103628e-05	4.386832015554565
SL2.40ch07_50250000_50350000	7	50250000	4.691931e-06	5.328648383287027
SL2.40ch07_50260000_50360000	7	50260000	5.047863e-06	5.296892440442094
SL2.40ch07_50270000_50370000	7	50270000	5.902345e-06	5.228975408997828
SL2.40ch07_50280000_50380000	7	50280000	5.170637e-06	5.286455950417952
SL2.40ch07_50290000_50390000	7	50290000	5.050956e-05	4.296626414706901
SL2.40ch07_50300000_50400000	7	50300000	1.113264e-04	3.953401834634183
SL2.40ch07_50310000_50410000	7	50310000	7.963581e-05	4.098891598239675
SL2.40ch07_50320000_50420000	7	50320000	9.939056e-05	4.002654862429621
SL2.40ch07_50330000_50430000	7	50330000	9.273724e-05	4.032745833506063
SL2.40ch07_50340000_50440000	7	50340000	9.314045e-05	4.0308616681421245
SL2.40ch07_50350000_50450000	7	50350000	9.314045e-05	4.0308616681421245
SL2.40ch07_50360000_50460000	7	50360000	8.726504e-05	4.059159707909145
SL2.40ch07_50370000_50470000	7	50370000	8.293836e-05	4.081244556505062
SL2.40ch07_50380000_50480000	7	50380000	4.842291e-04	3.314949114956919
SL2.40ch07_50390000_50490000	7	50390000	4.714717e-04	3.3265443705887927
SL2.40ch07_50400000_50500000	7	50400000	4.735462e-04	3.324637644060343
SL2.40ch07_50410000_50510000	7	50410000	5.745230e-04	3.240692580425409
SL2.40ch07_50420000_50520000	7	50420000	6.331684e-04	3.198480767922256
SL2.40ch07_50430000_50530000	7	50430000	6.065785e-04	3.2171129871952178
SL2.40ch07_50440000_50540000	7	50440000	5.418244e-04	3.2661414412615954
SL2.40ch07_50450000_50550000	7	50450000	5.188872e-04	3.2849270424250046
SL2.40ch07_50460000_50560000	7	50460000	5.081175e-04	3.2940358473598206
SL2.40ch07_50470000_50570000	7	50470000	5.956934e-04	3.224977211651129
SL2.40ch07_50480000_50580000	7	50480000	1.947800e-04	3.710455638502353
SL2.40ch07_50490000_50590000	7	50490000	2.123873e-04	3.6728714560690134
SL2.40ch07_50500000_50600000	7	50500000	2.372470e-04	3.6247992705410623
SL2.40ch07_50510000_50610000	7	50510000	1.537998e-04	3.813044229287207
SL2.40ch07_50520000_50620000	7	50520000	1.509084e-04	3.8212865854589038
SL2.40ch07_50530000_50630000	7	50530000	9.826219e-05	4.007613560837097
SL2.40ch07_50540000_50640000	7	50540000	1.070941e-04	3.9702344545465174
SL2.40ch07_50550000_50650000	7	50550000	1.091960e-04	3.9617932701454284
SL2.40ch07_50560000_50660000	7	50560000	1.189928e-04	3.924479316043347
SL2.40ch07_50570000_50670000	7	50570000	2.857766e-04	3.5439733350514464
SL2.40ch07_50680000_50780000	7	50680000	3.084488e-04	3.5108169150111577
SL2.40ch07_50690000_50790000	7	50690000	2.414803e-04	3.6171182932779664
SL2.40ch07_50700000_50800000	7	50700000	2.337322e-04	3.6312814531233735
SL2.40ch07_50710000_50810000	7	50710000	3.310679e-04	3.480082925948906
SL2.40ch07_50720000_50820000	7	50720000	3.111768e-04	3.5069927895987005
SL2.40ch07_50730000_50830000	7	50730000	2.671067e-04	3.573315218169063
SL2.40ch07_50740000_50840000	7	50740000	9.098322e-04	3.041038697056674
SL2.40ch07_50750000_50850000	7	50750000	8.815207e-04	3.0547674850773947
SL2.40ch07_50810000_50910000	7	50810000	1.036722e-03	2.9843376853198214
SL2.40ch07_50820000_50920000	7	50820000	1.027510e-03	2.988213942762175
SL2.40ch07_50940000_51040000	7	50940000	6.987736e-04	3.1556635112318987
SL2.40ch07_50950000_51050000	7	50950000	6.801383e-04	3.1674027684411086
SL2.40ch07_50960000_51060000	7	50960000	5.803886e-04	3.2362811265680658
SL2.40ch07_50970000_51070000	7	50970000	6.150244e-04	3.211107654021085
SL2.40ch07_50980000_51080000	7	50980000	7.229718e-04	3.140878642322675
SL2.40ch07_50990000_51090000	7	50990000	6.715424e-04	3.172926561543733
SL2.40ch07_51000000_51100000	7	51000000	6.294294e-04	3.2010529755003847
SL2.40ch07_51010000_51110000	7	51010000	6.835805e-04	3.165210334575038
SL2.40ch07_51020000_51120000	7	51020000	2.850287e-04	3.54511140797715
SL2.40ch07_51030000_51130000	7	51030000	2.995677e-04	3.5235050149645155
SL2.40ch07_51040000_51140000	7	51040000	2.753832e-04	3.560062557796762
SL2.40ch07_51050000_51150000	7	51050000	3.072199e-04	3.5125506565432647
SL2.40ch07_51060000_51160000	7	51060000	3.257319e-04	3.487139707460405
SL2.40ch07_51070000_51170000	7	51070000	3.726673e-04	3.42867871310234
SL2.40ch07_51080000_51180000	7	51080000	1.090403e-04	3.9624129623075968
SL2.40ch07_51090000_51190000	7	51090000	1.506299e-04	3.8220888122248025
SL2.40ch07_51100000_51200000	7	51100000	1.556538e-04	3.8078402723545057
SL2.40ch07_51110000_51210000	7	51110000	1.645269e-04	3.7837630851518775
SL2.40ch07_51120000_51220000	7	51120000	2.032131e-04	3.692048298975068
SL2.40ch07_51130000_51230000	7	51130000	2.576203e-04	3.5890199183672555
SL2.40ch07_51140000_51240000	7	51140000	3.039458e-04	3.5172038534291583
SL2.40ch07_51150000_51250000	7	51150000	5.125518e-04	3.290262236970071
SL2.40ch07_51160000_51260000	7	51160000	6.380959e-04	3.1951140458698455
SL2.40ch07_51350000_51450000	7	51350000	5.842738e-04	3.2333835878819963
SL2.40ch07_51360000_51460000	7	51360000	4.745025e-04	3.3237614950736862
SL2.40ch07_51370000_51470000	7	51370000	4.636927e-04	3.333769741228788
SL2.40ch07_51380000_51480000	7	51380000	4.945095e-04	3.3058253607746932
SL2.40ch07_51390000_51490000	7	51390000	4.884077e-04	3.3112174977960533
SL2.40ch07_51400000_51500000	7	51400000	1.267882e-04	3.8969211637520162
SL2.40ch07_51410000_51510000	7	51410000	1.250119e-04	3.9030486441251555
SL2.40ch07_51420000_51520000	7	51420000	1.314828e-04	3.881131055947264
SL2.40ch07_51430000_51530000	7	51430000	1.123017e-04	3.949613669428381
SL2.40ch07_51440000_51540000	7	51440000	1.070795e-04	3.9702936653871213
SL2.40ch07_51450000_51550000	7	51450000	2.987020e-04	3.524761869508172
SL2.40ch07_51460000_51560000	7	51460000	2.733700e-04	3.563249147227348
SL2.40ch07_51470000_51570000	7	51470000	3.246154e-04	3.4886308807624866
SL2.40ch07_51580000_51680000	7	51580000	9.035614e-04	3.044042330346926
SL2.40ch07_51590000_51690000	7	51590000	9.396211e-04	3.027047239328788
SL2.40ch07_51620000_51720000	7	51620000	8.565352e-04	3.06725478465219
SL2.40ch07_51630000_51730000	7	51630000	8.085985e-04	3.092267068644599
SL2.40ch07_51640000_51740000	7	51640000	7.912702e-04	3.101675189914171
SL2.40ch07_51650000_51750000	7	51650000	8.536070e-04	3.0687420321392236
SL2.40ch07_51660000_51760000	7	51660000	4.743945e-04	3.323860354705971
SL2.40ch07_51670000_51770000	7	51670000	5.037312e-04	3.2978011490664527
SL2.40ch07_51680000_51780000	7	51680000	6.020398e-04	3.2203747971989425
SL2.40ch07_51690000_51790000	7	51690000	6.202490e-04	3.2074339272489527
SL2.40ch07_51700000_51800000	7	51700000	1.056113e-04	3.9762896114888266
SL2.40ch07_51710000_51810000	7	51710000	9.173371e-05	4.037471041901258
SL2.40ch07_51720000_51820000	7	51720000	1.109891e-04	3.954719670243016
SL2.40ch07_51730000_51830000	7	51730000	1.267775e-04	3.896957816587626
SL2.40ch07_51740000_51840000	7	51740000	1.329916e-04	3.8761757890243063
SL2.40ch07_51750000_51850000	7	51750000	1.389074e-04	3.8572746175196855
