SNP	CHR	BP	P
SL2.40ch11_30160000_30260000	11	30160000	4.487023e-01
SL2.40ch11_30170000_30270000	11	30170000	4.688912e-01
SL2.40ch11_30180000_30280000	11	30180000	5.034073e-01
SL2.40ch11_30190000_30290000	11	30190000	4.818479e-01
SL2.40ch11_30200000_30300000	11	30200000	4.505893e-01
SL2.40ch11_30210000_30310000	11	30210000	4.482642e-01
SL2.40ch11_30220000_30320000	11	30220000	4.456128e-01
SL2.40ch11_30230000_30330000	11	30230000	4.417210e-01
SL2.40ch11_30240000_30340000	11	30240000	4.371315e-01
SL2.40ch11_30250000_30350000	11	30250000	4.406019e-01
SL2.40ch11_30260000_30360000	11	30260000	4.316836e-01
SL2.40ch11_30270000_30370000	11	30270000	4.379633e-01
SL2.40ch11_30280000_30380000	11	30280000	4.298840e-01
SL2.40ch11_30290000_30390000	11	30290000	4.201374e-01
SL2.40ch11_30300000_30400000	11	30300000	4.165413e-01
SL2.40ch11_30310000_30410000	11	30310000	4.547802e-01
SL2.40ch11_30320000_30420000	11	30320000	4.677692e-01
SL2.40ch11_30330000_30430000	11	30330000	4.679020e-01
SL2.40ch11_30340000_30440000	11	30340000	4.516995e-01
SL2.40ch11_30350000_30450000	11	30350000	4.530883e-01
SL2.40ch11_30360000_30460000	11	30360000	4.586183e-01
SL2.40ch11_30370000_30470000	11	30370000	4.579101e-01
SL2.40ch11_30380000_30480000	11	30380000	4.540485e-01
SL2.40ch11_30390000_30490000	11	30390000	4.627285e-01
SL2.40ch11_30400000_30500000	11	30400000	4.899032e-01
SL2.40ch11_30410000_30510000	11	30410000	4.732332e-01
SL2.40ch11_30420000_30520000	11	30420000	4.585380e-01
SL2.40ch11_30430000_30530000	11	30430000	4.732931e-01
SL2.40ch11_30440000_30540000	11	30440000	4.980836e-01
SL2.40ch11_30450000_30550000	11	30450000	5.044700e-01
SL2.40ch11_30460000_30560000	11	30460000	5.036091e-01
SL2.40ch11_30470000_30570000	11	30470000	4.892550e-01
SL2.40ch11_30480000_30580000	11	30480000	5.109812e-01
SL2.40ch11_30490000_30590000	11	30490000	5.263718e-01
SL2.40ch11_30500000_30600000	11	30500000	5.124238e-01
SL2.40ch11_30510000_30610000	11	30510000	5.142075e-01
SL2.40ch11_30520000_30620000	11	30520000	5.111163e-01
SL2.40ch11_30530000_30630000	11	30530000	4.882647e-01
SL2.40ch11_30540000_30640000	11	30540000	4.928841e-01
SL2.40ch11_30550000_30650000	11	30550000	4.986296e-01
SL2.40ch11_30560000_30660000	11	30560000	4.991265e-01
SL2.40ch11_30570000_30670000	11	30570000	5.148266e-01
SL2.40ch11_30580000_30680000	11	30580000	5.205143e-01
SL2.40ch11_30590000_30690000	11	30590000	5.008683e-01
SL2.40ch11_30600000_30700000	11	30600000	5.259979e-01
SL2.40ch11_30610000_30710000	11	30610000	5.064583e-01
SL2.40ch11_30620000_30720000	11	30620000	4.976791e-01
SL2.40ch11_30630000_30730000	11	30630000	4.949547e-01
SL2.40ch11_30640000_30740000	11	30640000	4.833742e-01
SL2.40ch11_30650000_30750000	11	30650000	4.705794e-01
SL2.40ch11_30660000_30760000	11	30660000	4.634165e-01
SL2.40ch11_30670000_30770000	11	30670000	4.627986e-01
SL2.40ch11_30680000_30780000	11	30680000	4.425200e-01
SL2.40ch11_30690000_30790000	11	30690000	4.487834e-01
SL2.40ch11_30700000_30800000	11	30700000	4.443799e-01
SL2.40ch11_30710000_30810000	11	30710000	4.513733e-01
SL2.40ch11_30720000_30820000	11	30720000	4.619118e-01
SL2.40ch11_30730000_30830000	11	30730000	4.726493e-01
SL2.40ch11_30740000_30840000	11	30740000	4.820620e-01
SL2.40ch11_30750000_30850000	11	30750000	4.809993e-01
SL2.40ch11_30760000_30860000	11	30760000	4.921473e-01
SL2.40ch11_30770000_30870000	11	30770000	4.923030e-01
SL2.40ch11_30780000_30880000	11	30780000	5.061618e-01
SL2.40ch11_30790000_30890000	11	30790000	5.021874e-01
SL2.40ch11_30800000_30900000	11	30800000	5.164254e-01
SL2.40ch11_30810000_30910000	11	30810000	5.138170e-01
SL2.40ch11_30820000_30920000	11	30820000	5.028877e-01
SL2.40ch11_30830000_30930000	11	30830000	5.041439e-01
SL2.40ch11_30840000_30940000	11	30840000	5.106782e-01
SL2.40ch11_30850000_30950000	11	30850000	5.246565e-01
SL2.40ch11_30860000_30960000	11	30860000	4.978602e-01
SL2.40ch11_30870000_30970000	11	30870000	5.111595e-01
SL2.40ch11_30880000_30980000	11	30880000	5.031770e-01
SL2.40ch11_30890000_30990000	11	30890000	5.282333e-01
SL2.40ch11_30900000_31000000	11	30900000	5.356741e-01
SL2.40ch11_30910000_31010000	11	30910000	5.210026e-01
SL2.40ch11_30920000_31020000	11	30920000	5.323818e-01
SL2.40ch11_30930000_31030000	11	30930000	5.090601e-01
SL2.40ch11_30940000_31040000	11	30940000	4.928489e-01
SL2.40ch11_30950000_31050000	11	30950000	4.905491e-01
SL2.40ch11_30960000_31060000	11	30960000	4.934862e-01
SL2.40ch11_30970000_31070000	11	30970000	4.972560e-01
SL2.40ch11_30980000_31080000	11	30980000	5.012906e-01
SL2.40ch11_30990000_31090000	11	30990000	4.805444e-01
SL2.40ch11_31000000_31100000	11	31000000	4.696238e-01
SL2.40ch11_31010000_31110000	11	31010000	4.631107e-01
SL2.40ch11_31020000_31120000	11	31020000	4.486139e-01
SL2.40ch11_31030000_31130000	11	31030000	4.557257e-01
SL2.40ch11_31040000_31140000	11	31040000	4.480024e-01
SL2.40ch11_31050000_31150000	11	31050000	4.573997e-01
SL2.40ch11_31060000_31160000	11	31060000	4.529932e-01
SL2.40ch11_31070000_31170000	11	31070000	4.485263e-01
SL2.40ch11_31080000_31180000	11	31080000	4.461273e-01
SL2.40ch11_31090000_31190000	11	31090000	4.634578e-01
SL2.40ch11_31100000_31200000	11	31100000	4.771954e-01
SL2.40ch11_31110000_31210000	11	31110000	4.964105e-01
SL2.40ch11_31120000_31220000	11	31120000	4.942950e-01
SL2.40ch11_31130000_31230000	11	31130000	5.045895e-01
SL2.40ch11_31140000_31240000	11	31140000	5.337932e-01
SL2.40ch11_31150000_31250000	11	31150000	5.313614e-01
SL2.40ch11_31160000_31260000	11	31160000	5.462400e-01
SL2.40ch11_31170000_31270000	11	31170000	5.419728e-01
SL2.40ch11_31180000_31280000	11	31180000	5.633753e-01
SL2.40ch11_31190000_31290000	11	31190000	5.728600e-01
SL2.40ch11_31200000_31300000	11	31200000	5.723074e-01
SL2.40ch11_31210000_31310000	11	31210000	5.603658e-01
SL2.40ch11_31220000_31320000	11	31220000	5.613320e-01
SL2.40ch11_31230000_31330000	11	31230000	5.622527e-01
SL2.40ch11_31240000_31340000	11	31240000	5.371090e-01
SL2.40ch11_31250000_31350000	11	31250000	5.234948e-01
SL2.40ch11_31260000_31360000	11	31260000	5.249832e-01
SL2.40ch11_31270000_31370000	11	31270000	5.281946e-01
SL2.40ch11_31280000_31380000	11	31280000	5.219295e-01
SL2.40ch11_31290000_31390000	11	31290000	5.152755e-01
SL2.40ch11_31300000_31400000	11	31300000	5.207273e-01
SL2.40ch11_31310000_31410000	11	31310000	5.172585e-01
SL2.40ch11_31320000_31420000	11	31320000	5.302760e-01
SL2.40ch11_31330000_31430000	11	31330000	5.255587e-01
SL2.40ch11_31340000_31440000	11	31340000	5.362780e-01
SL2.40ch11_31350000_31450000	11	31350000	5.490556e-01
SL2.40ch11_31360000_31460000	11	31360000	5.327112e-01
SL2.40ch11_31370000_31470000	11	31370000	5.317331e-01
SL2.40ch11_31380000_31480000	11	31380000	5.156236e-01
SL2.40ch11_31390000_31490000	11	31390000	5.120040e-01
SL2.40ch11_31400000_31500000	11	31400000	4.998360e-01
SL2.40ch11_31410000_31510000	11	31410000	5.074618e-01
SL2.40ch11_31420000_31520000	11	31420000	4.846881e-01
SL2.40ch11_31430000_31530000	11	31430000	4.840516e-01
SL2.40ch11_31440000_31540000	11	31440000	4.677875e-01
SL2.40ch11_31450000_31550000	11	31450000	4.609484e-01
SL2.40ch11_31460000_31560000	11	31460000	4.614059e-01
SL2.40ch11_31470000_31570000	11	31470000	4.694425e-01
SL2.40ch11_31480000_31580000	11	31480000	4.772763e-01
SL2.40ch11_31490000_31590000	11	31490000	4.766937e-01
SL2.40ch11_31500000_31600000	11	31500000	4.740749e-01
SL2.40ch11_31510000_31610000	11	31510000	4.766773e-01
SL2.40ch11_31520000_31620000	11	31520000	4.848992e-01
SL2.40ch11_31530000_31630000	11	31530000	4.795919e-01
SL2.40ch11_31540000_31640000	11	31540000	4.749118e-01
SL2.40ch11_31550000_31650000	11	31550000	4.720565e-01
SL2.40ch11_31560000_31660000	11	31560000	4.713556e-01
SL2.40ch11_31570000_31670000	11	31570000	4.589588e-01
SL2.40ch11_31580000_31680000	11	31580000	4.503334e-01
SL2.40ch11_31590000_31690000	11	31590000	4.470941e-01
SL2.40ch11_31600000_31700000	11	31600000	4.503579e-01
SL2.40ch11_31610000_31710000	11	31610000	4.369508e-01
SL2.40ch11_31620000_31720000	11	31620000	4.422150e-01
SL2.40ch11_31630000_31730000	11	31630000	4.464678e-01
SL2.40ch11_31640000_31740000	11	31640000	4.509774e-01
SL2.40ch11_31650000_31750000	11	31650000	4.410566e-01
SL2.40ch11_31660000_31760000	11	31660000	4.554243e-01
SL2.40ch11_31670000_31770000	11	31670000	4.519295e-01
SL2.40ch11_31680000_31780000	11	31680000	4.531337e-01
SL2.40ch11_31690000_31790000	11	31690000	4.466215e-01
SL2.40ch11_31700000_31800000	11	31700000	4.449031e-01
SL2.40ch11_31710000_31810000	11	31710000	4.401297e-01
SL2.40ch11_31720000_31820000	11	31720000	4.301633e-01
SL2.40ch11_31730000_31830000	11	31730000	4.233222e-01
SL2.40ch11_31740000_31840000	11	31740000	4.382545e-01
SL2.40ch11_31750000_31850000	11	31750000	4.410390e-01
SL2.40ch11_31760000_31860000	11	31760000	4.291075e-01
SL2.40ch11_31770000_31870000	11	31770000	4.423522e-01
SL2.40ch11_31780000_31880000	11	31780000	4.429657e-01
SL2.40ch11_31790000_31890000	11	31790000	4.619206e-01
SL2.40ch11_31800000_31900000	11	31800000	4.776612e-01
SL2.40ch11_31810000_31910000	11	31810000	4.977714e-01
SL2.40ch11_31820000_31920000	11	31820000	4.792597e-01
SL2.40ch11_31830000_31930000	11	31830000	4.577407e-01
SL2.40ch11_31840000_31940000	11	31840000	4.454303e-01
SL2.40ch11_31850000_31950000	11	31850000	4.483894e-01
SL2.40ch11_31860000_31960000	11	31860000	4.366430e-01
SL2.40ch11_31870000_31970000	11	31870000	4.531170e-01
SL2.40ch11_31880000_31980000	11	31880000	4.518844e-01
SL2.40ch11_31890000_31990000	11	31890000	4.539104e-01
SL2.40ch11_31900000_32000000	11	31900000	4.527148e-01
SL2.40ch11_31910000_32010000	11	31910000	4.562264e-01
SL2.40ch11_31920000_32020000	11	31920000	4.638387e-01
SL2.40ch11_31930000_32030000	11	31930000	4.604839e-01
SL2.40ch11_31940000_32040000	11	31940000	4.648763e-01
SL2.40ch11_31950000_32050000	11	31950000	4.661364e-01
SL2.40ch11_31960000_32060000	11	31960000	4.743858e-01
SL2.40ch11_31970000_32070000	11	31970000	4.613343e-01
SL2.40ch11_31980000_32080000	11	31980000	4.639849e-01
SL2.40ch11_31990000_32090000	11	31990000	4.583432e-01
SL2.40ch11_32000000_32100000	11	32000000	4.623447e-01
SL2.40ch11_32010000_32110000	11	32010000	4.438707e-01
SL2.40ch11_32020000_32120000	11	32020000	4.370962e-01
SL2.40ch11_32030000_32130000	11	32030000	4.477071e-01
SL2.40ch11_32040000_32140000	11	32040000	4.415472e-01
SL2.40ch11_32050000_32150000	11	32050000	4.374795e-01
SL2.40ch11_32060000_32160000	11	32060000	4.275426e-01
SL2.40ch11_32070000_32170000	11	32070000	4.367249e-01
SL2.40ch11_32080000_32180000	11	32080000	4.496637e-01
SL2.40ch11_32090000_32190000	11	32090000	4.474914e-01
SL2.40ch11_32100000_32200000	11	32100000	4.293681e-01
SL2.40ch11_32110000_32210000	11	32110000	4.394220e-01
SL2.40ch11_32120000_32220000	11	32120000	4.242414e-01
SL2.40ch11_32130000_32230000	11	32130000	4.079278e-01
SL2.40ch11_32140000_32240000	11	32140000	4.138084e-01
SL2.40ch11_32150000_32250000	11	32150000	4.276017e-01
SL2.40ch11_32160000_32260000	11	32160000	4.330357e-01
SL2.40ch11_32170000_32270000	11	32170000	4.163232e-01
SL2.40ch11_32180000_32280000	11	32180000	4.146585e-01
SL2.40ch11_32190000_32290000	11	32190000	4.112510e-01
SL2.40ch11_32200000_32300000	11	32200000	4.162217e-01
SL2.40ch11_32210000_32310000	11	32210000	4.291945e-01
SL2.40ch11_32220000_32320000	11	32220000	4.607967e-01
SL2.40ch11_32230000_32330000	11	32230000	4.765101e-01
SL2.40ch11_32240000_32340000	11	32240000	4.721384e-01
SL2.40ch11_32250000_32350000	11	32250000	4.684618e-01
SL2.40ch11_32260000_32360000	11	32260000	4.750111e-01
SL2.40ch11_32270000_32370000	11	32270000	4.934417e-01
SL2.40ch11_32280000_32380000	11	32280000	4.816798e-01
SL2.40ch11_32290000_32390000	11	32290000	5.080539e-01
SL2.40ch11_32300000_32400000	11	32300000	4.992449e-01
SL2.40ch11_32310000_32410000	11	32310000	5.093323e-01
SL2.40ch11_32320000_32420000	11	32320000	4.976444e-01
SL2.40ch11_32330000_32430000	11	32330000	5.106319e-01
SL2.40ch11_32340000_32440000	11	32340000	5.108566e-01
SL2.40ch11_32350000_32450000	11	32350000	5.145908e-01
SL2.40ch11_32360000_32460000	11	32360000	5.088734e-01
SL2.40ch11_32370000_32470000	11	32370000	4.966025e-01
SL2.40ch11_32380000_32480000	11	32380000	4.793903e-01
SL2.40ch11_32390000_32490000	11	32390000	4.786839e-01
SL2.40ch11_32400000_32500000	11	32400000	4.846702e-01
SL2.40ch11_32410000_32510000	11	32410000	4.594507e-01
SL2.40ch11_32420000_32520000	11	32420000	4.636021e-01
SL2.40ch11_32430000_32530000	11	32430000	4.488914e-01
SL2.40ch11_32440000_32540000	11	32440000	4.501901e-01
SL2.40ch11_32450000_32550000	11	32450000	4.528834e-01
SL2.40ch11_32460000_32560000	11	32460000	4.569108e-01
SL2.40ch11_32470000_32570000	11	32470000	4.619185e-01
SL2.40ch11_32480000_32580000	11	32480000	4.681478e-01
SL2.40ch11_32490000_32590000	11	32490000	4.565178e-01
SL2.40ch11_32500000_32600000	11	32500000	4.701510e-01
SL2.40ch11_32510000_32610000	11	32510000	4.778452e-01
SL2.40ch11_32520000_32620000	11	32520000	4.825743e-01
SL2.40ch11_32530000_32630000	11	32530000	4.892282e-01
SL2.40ch11_32540000_32640000	11	32540000	4.845596e-01
SL2.40ch11_32550000_32650000	11	32550000	4.613467e-01
SL2.40ch11_32560000_32660000	11	32560000	4.727699e-01
SL2.40ch11_32570000_32670000	11	32570000	4.817768e-01
SL2.40ch11_32580000_32680000	11	32580000	4.813855e-01
SL2.40ch11_32590000_32690000	11	32590000	4.912015e-01
SL2.40ch11_32600000_32700000	11	32600000	4.821556e-01
SL2.40ch11_32610000_32710000	11	32610000	4.856375e-01
SL2.40ch11_32620000_32720000	11	32620000	4.776165e-01
SL2.40ch11_32630000_32730000	11	32630000	4.706465e-01
SL2.40ch11_32640000_32740000	11	32640000	4.772742e-01
SL2.40ch11_32650000_32750000	11	32650000	5.282241e-01
SL2.40ch11_32660000_32760000	11	32660000	4.807583e-01
SL2.40ch11_32670000_32770000	11	32670000	4.334085e-01
SL2.40ch11_32680000_32780000	11	32680000	4.332401e-01
SL2.40ch11_32690000_32790000	11	32690000	4.067686e-01
SL2.40ch11_32700000_32800000	11	32700000	4.663979e-01
SL2.40ch11_32710000_32810000	11	32710000	4.619422e-01
SL2.40ch11_32720000_32820000	11	32720000	4.709957e-01
SL2.40ch11_32730000_32830000	11	32730000	4.731724e-01
SL2.40ch11_32740000_32840000	11	32740000	4.911845e-01
SL2.40ch11_32750000_32850000	11	32750000	4.863935e-01
SL2.40ch11_32760000_32860000	11	32760000	4.976005e-01
SL2.40ch11_32770000_32870000	11	32770000	5.272203e-01
SL2.40ch11_32780000_32880000	11	32780000	5.319955e-01
SL2.40ch11_32790000_32890000	11	32790000	5.353210e-01
SL2.40ch11_32800000_32900000	11	32800000	5.310793e-01
SL2.40ch11_32810000_32910000	11	32810000	5.434837e-01
SL2.40ch11_32820000_32920000	11	32820000	5.409688e-01
SL2.40ch11_32830000_32930000	11	32830000	5.313732e-01
SL2.40ch11_32840000_32940000	11	32840000	5.363629e-01
SL2.40ch11_32850000_32950000	11	32850000	5.457426e-01
SL2.40ch11_32860000_32960000	11	32860000	5.209659e-01
SL2.40ch11_32870000_32970000	11	32870000	4.666760e-01
SL2.40ch11_32880000_32980000	11	32880000	4.645245e-01
SL2.40ch11_32890000_32990000	11	32890000	4.754411e-01
SL2.40ch11_32900000_33000000	11	32900000	4.757635e-01
SL2.40ch11_32910000_33010000	11	32910000	4.545730e-01
SL2.40ch11_32920000_33020000	11	32920000	4.506623e-01
SL2.40ch11_32930000_33030000	11	32930000	4.517069e-01
SL2.40ch11_32940000_33040000	11	32940000	4.478893e-01
SL2.40ch11_32950000_33050000	11	32950000	4.576380e-01
SL2.40ch11_32960000_33060000	11	32960000	4.661946e-01
SL2.40ch11_32970000_33070000	11	32970000	4.935256e-01
SL2.40ch11_32980000_33080000	11	32980000	4.889584e-01
SL2.40ch11_32990000_33090000	11	32990000	4.878329e-01
SL2.40ch11_33000000_33100000	11	33000000	4.884414e-01
SL2.40ch11_33010000_33110000	11	33010000	5.006858e-01
SL2.40ch11_33020000_33120000	11	33020000	5.157732e-01
SL2.40ch11_33030000_33130000	11	33030000	5.070426e-01
SL2.40ch11_33040000_33140000	11	33040000	5.112160e-01
SL2.40ch11_33050000_33150000	11	33050000	5.087133e-01
SL2.40ch11_33060000_33160000	11	33060000	5.220840e-01
SL2.40ch11_33070000_33170000	11	33070000	5.060456e-01
SL2.40ch11_33080000_33180000	11	33080000	5.139562e-01
SL2.40ch11_33090000_33190000	11	33090000	5.050397e-01
SL2.40ch11_33100000_33200000	11	33100000	4.994010e-01
SL2.40ch11_33110000_33210000	11	33110000	5.095805e-01
SL2.40ch11_33120000_33220000	11	33120000	5.007966e-01
SL2.40ch11_33130000_33230000	11	33130000	5.286208e-01
SL2.40ch11_33140000_33240000	11	33140000	5.256893e-01
SL2.40ch11_33150000_33250000	11	33150000	5.078630e-01
SL2.40ch11_33160000_33260000	11	33160000	5.044541e-01
SL2.40ch11_33170000_33270000	11	33170000	4.991438e-01
SL2.40ch11_33180000_33280000	11	33180000	4.903756e-01
SL2.40ch11_33190000_33290000	11	33190000	4.891167e-01
SL2.40ch11_33200000_33300000	11	33200000	4.982318e-01
SL2.40ch11_33210000_33310000	11	33210000	4.845018e-01
SL2.40ch11_33220000_33320000	11	33220000	4.891930e-01
SL2.40ch11_33230000_33330000	11	33230000	4.817791e-01
SL2.40ch11_33240000_33340000	11	33240000	4.588665e-01
SL2.40ch11_33250000_33350000	11	33250000	4.605597e-01
SL2.40ch11_33260000_33360000	11	33260000	4.553461e-01
SL2.40ch11_33270000_33370000	11	33270000	4.531329e-01
SL2.40ch11_33280000_33380000	11	33280000	4.622240e-01
SL2.40ch11_33290000_33390000	11	33290000	4.733779e-01
SL2.40ch11_33300000_33400000	11	33300000	4.694160e-01
SL2.40ch11_33310000_33410000	11	33310000	4.791997e-01
SL2.40ch11_33320000_33420000	11	33320000	4.730682e-01
SL2.40ch11_33330000_33430000	11	33330000	4.720167e-01
SL2.40ch11_33340000_33440000	11	33340000	4.923316e-01
SL2.40ch11_33350000_33450000	11	33350000	5.002718e-01
SL2.40ch11_33360000_33460000	11	33360000	5.067167e-01
SL2.40ch11_33370000_33470000	11	33370000	5.087924e-01
SL2.40ch11_33380000_33480000	11	33380000	5.172708e-01
SL2.40ch11_33390000_33490000	11	33390000	5.128518e-01
SL2.40ch11_33400000_33500000	11	33400000	5.064438e-01
SL2.40ch11_33410000_33510000	11	33410000	4.961327e-01
SL2.40ch11_33420000_33520000	11	33420000	5.111269e-01
SL2.40ch11_33430000_33530000	11	33430000	5.230338e-01
SL2.40ch11_33440000_33540000	11	33440000	5.231311e-01
SL2.40ch11_33450000_33550000	11	33450000	5.283149e-01
SL2.40ch11_33460000_33560000	11	33460000	5.250421e-01
SL2.40ch11_33470000_33570000	11	33470000	5.278720e-01
SL2.40ch11_33480000_33580000	11	33480000	5.056442e-01
SL2.40ch11_33490000_33590000	11	33490000	5.155510e-01
SL2.40ch11_33500000_33600000	11	33500000	5.173212e-01
SL2.40ch11_33510000_33610000	11	33510000	5.135673e-01
SL2.40ch11_33520000_33620000	11	33520000	4.986604e-01
SL2.40ch11_33530000_33630000	11	33530000	5.309464e-01
SL2.40ch11_33540000_33640000	11	33540000	5.130659e-01
SL2.40ch11_33550000_33650000	11	33550000	4.972562e-01
SL2.40ch11_33560000_33660000	11	33560000	4.967871e-01
SL2.40ch11_33570000_33670000	11	33570000	4.948664e-01
SL2.40ch11_33580000_33680000	11	33580000	5.068004e-01
SL2.40ch11_33590000_33690000	11	33590000	5.042594e-01
SL2.40ch11_33600000_33700000	11	33600000	5.014715e-01
SL2.40ch11_33610000_33710000	11	33610000	4.972396e-01
SL2.40ch11_33620000_33720000	11	33620000	4.872599e-01
SL2.40ch11_33630000_33730000	11	33630000	4.690872e-01
SL2.40ch11_33640000_33740000	11	33640000	4.685339e-01
SL2.40ch11_33650000_33750000	11	33650000	4.766195e-01
SL2.40ch11_33660000_33760000	11	33660000	4.846343e-01
SL2.40ch11_33670000_33770000	11	33670000	4.769261e-01
SL2.40ch11_33680000_33780000	11	33680000	4.758284e-01
SL2.40ch11_33690000_33790000	11	33690000	4.662553e-01
SL2.40ch11_33700000_33800000	11	33700000	4.687719e-01
SL2.40ch11_33710000_33810000	11	33710000	4.657053e-01
SL2.40ch11_33720000_33820000	11	33720000	4.759803e-01
SL2.40ch11_33730000_33830000	11	33730000	4.830007e-01
SL2.40ch11_33740000_33840000	11	33740000	4.976391e-01
SL2.40ch11_33750000_33850000	11	33750000	5.034882e-01
SL2.40ch11_33760000_33860000	11	33760000	4.867728e-01
SL2.40ch11_33770000_33870000	11	33770000	5.082790e-01
SL2.40ch11_33780000_33880000	11	33780000	5.030568e-01
SL2.40ch11_33790000_33890000	11	33790000	5.247815e-01
SL2.40ch11_33800000_33900000	11	33800000	5.349061e-01
SL2.40ch11_33810000_33910000	11	33810000	5.397366e-01
SL2.40ch11_33820000_33920000	11	33820000	5.457063e-01
SL2.40ch11_33830000_33930000	11	33830000	5.397473e-01
SL2.40ch11_33840000_33940000	11	33840000	5.437308e-01
SL2.40ch11_33850000_33950000	11	33850000	5.408887e-01
SL2.40ch11_33860000_33960000	11	33860000	5.302992e-01
SL2.40ch11_33870000_33970000	11	33870000	5.077244e-01
SL2.40ch11_33880000_33980000	11	33880000	4.946073e-01
SL2.40ch11_33890000_33990000	11	33890000	4.753804e-01
SL2.40ch11_33900000_34000000	11	33900000	4.698343e-01
SL2.40ch11_33910000_34010000	11	33910000	4.701347e-01
SL2.40ch11_33920000_34020000	11	33920000	4.633897e-01
SL2.40ch11_33930000_34030000	11	33930000	4.558612e-01
SL2.40ch11_33940000_34040000	11	33940000	4.292193e-01
SL2.40ch11_33950000_34050000	11	33950000	4.354837e-01
SL2.40ch11_33960000_34060000	11	33960000	4.497361e-01
SL2.40ch11_33970000_34070000	11	33970000	4.548445e-01
SL2.40ch11_33980000_34080000	11	33980000	4.569604e-01
SL2.40ch11_33990000_34090000	11	33990000	4.625742e-01
SL2.40ch11_34000000_34100000	11	34000000	4.602988e-01
SL2.40ch11_34010000_34110000	11	34010000	4.612706e-01
SL2.40ch11_34020000_34120000	11	34020000	4.647070e-01
SL2.40ch11_34030000_34130000	11	34030000	4.604141e-01
SL2.40ch11_34040000_34140000	11	34040000	4.703575e-01
SL2.40ch11_34050000_34150000	11	34050000	4.478918e-01
SL2.40ch11_34060000_34160000	11	34060000	4.464308e-01
SL2.40ch11_34070000_34170000	11	34070000	4.438477e-01
SL2.40ch11_34080000_34180000	11	34080000	4.575478e-01
SL2.40ch11_34090000_34190000	11	34090000	4.391215e-01
SL2.40ch11_34100000_34200000	11	34100000	4.407078e-01
SL2.40ch11_34110000_34210000	11	34110000	4.466268e-01
SL2.40ch11_34120000_34220000	11	34120000	4.458808e-01
SL2.40ch11_34130000_34230000	11	34130000	4.447753e-01
SL2.40ch11_34140000_34240000	11	34140000	4.519092e-01
SL2.40ch11_34150000_34250000	11	34150000	4.607950e-01
SL2.40ch11_34160000_34260000	11	34160000	4.584284e-01
SL2.40ch11_34170000_34270000	11	34170000	4.573352e-01
SL2.40ch11_34180000_34280000	11	34180000	4.608041e-01
SL2.40ch11_34190000_34290000	11	34190000	4.613806e-01
SL2.40ch11_34200000_34300000	11	34200000	4.670928e-01
SL2.40ch11_34210000_34310000	11	34210000	4.663585e-01
SL2.40ch11_34220000_34320000	11	34220000	4.678535e-01
SL2.40ch11_34230000_34330000	11	34230000	4.869548e-01
SL2.40ch11_34240000_34340000	11	34240000	5.152448e-01
SL2.40ch11_34250000_34350000	11	34250000	5.056840e-01
SL2.40ch11_34260000_34360000	11	34260000	5.273249e-01
SL2.40ch11_34270000_34370000	11	34270000	5.487608e-01
SL2.40ch11_34280000_34380000	11	34280000	5.272666e-01
SL2.40ch11_34290000_34390000	11	34290000	5.270957e-01
SL2.40ch11_34300000_34400000	11	34300000	5.263655e-01
SL2.40ch11_34310000_34410000	11	34310000	5.335500e-01
SL2.40ch11_34320000_34420000	11	34320000	5.311045e-01
SL2.40ch11_34330000_34430000	11	34330000	5.187978e-01
SL2.40ch11_34340000_34440000	11	34340000	4.880686e-01
SL2.40ch11_34350000_34450000	11	34350000	4.852784e-01
SL2.40ch11_34360000_34460000	11	34360000	4.829572e-01
SL2.40ch11_34370000_34470000	11	34370000	4.801707e-01
SL2.40ch11_34380000_34480000	11	34380000	4.896284e-01
SL2.40ch11_34390000_34490000	11	34390000	4.828480e-01
SL2.40ch11_34400000_34500000	11	34400000	4.835894e-01
SL2.40ch11_34410000_34510000	11	34410000	4.554721e-01
SL2.40ch11_34420000_34520000	11	34420000	4.568218e-01
SL2.40ch11_34430000_34530000	11	34430000	4.489055e-01
SL2.40ch11_34440000_34540000	11	34440000	4.528261e-01
SL2.40ch11_34450000_34550000	11	34450000	4.524281e-01
SL2.40ch11_34460000_34560000	11	34460000	4.550814e-01
SL2.40ch11_34470000_34570000	11	34470000	4.429634e-01
SL2.40ch11_34480000_34580000	11	34480000	4.490071e-01
SL2.40ch11_34490000_34590000	11	34490000	4.475138e-01
SL2.40ch11_34500000_34600000	11	34500000	4.525574e-01
SL2.40ch11_34510000_34610000	11	34510000	4.653850e-01
SL2.40ch11_34520000_34620000	11	34520000	4.416714e-01
SL2.40ch11_34530000_34630000	11	34530000	4.517385e-01
SL2.40ch11_34540000_34640000	11	34540000	4.581177e-01
SL2.40ch11_34550000_34650000	11	34550000	4.458521e-01
SL2.40ch11_34560000_34660000	11	34560000	4.622542e-01
SL2.40ch11_34570000_34670000	11	34570000	4.642758e-01
SL2.40ch11_34580000_34680000	11	34580000	4.401177e-01
SL2.40ch11_34590000_34690000	11	34590000	4.380306e-01
SL2.40ch11_34600000_34700000	11	34600000	4.323586e-01
SL2.40ch11_34610000_34710000	11	34610000	4.250245e-01
SL2.40ch11_34620000_34720000	11	34620000	4.378404e-01
SL2.40ch11_34630000_34730000	11	34630000	4.394499e-01
SL2.40ch11_34640000_34740000	11	34640000	4.398096e-01
SL2.40ch11_34650000_34750000	11	34650000	4.434303e-01
SL2.40ch11_34660000_34760000	11	34660000	4.303240e-01
